Time(s),AccX,AccY,AccZ,GyrX,GyrY,GyrZ
0.0,0.051513671875,-0.97265625,0.326171875,0.8931297709923665,3.198473282442748,1.748091603053435
0.1,0.078369140625,-0.960693359375,0.317138671875,-3.015267175572519,-0.8015267175572519,-0.2900763358778626
0.2,0.079345703125,-0.97802734375,0.31201171875,-7.488549618320611,-2.8625954198473282,-1.9236641221374047
0.3,0.085693359375,-0.99267578125,0.306396484375,-6.33587786259542,-2.5572519083969465,-2.854961832061069
0.4,0.067138671875,-0.960693359375,0.28369140625,-5.694656488549619,0.19083969465648856,-0.1984732824427481
0.5,0.068603515625,-0.98046875,0.287841796875,-3.6030534351145036,0.9007633587786259,-3.16793893129771
0.6,0.07421875,-1.003173828125,0.32177734375,-1.1526717557251909,2.145038167938931,0.1450381679389313
0.7,0.023193359375,-0.9658203125,0.231201171875,-2.8625954198473282,-7.8396946564885495,-5.038167938931298
0.8,0.106201171875,-1.034912109375,0.222412109375,0.8778625954198473,8.603053435114504,-1.4198473282442747
0.9,0.007080078125,-0.98583984375,0.2607421875,2.312977099236641,6.145038167938932,-1.2213740458015268
1.0,0.051025390625,-0.986572265625,0.21142578125,-2.786259541984733,6.297709923664122,-5.541984732824427
1.1,-0.030517578125,-1.03466796875,0.19189453125,3.931297709923664,-8.908396946564885,-8.053435114503817
1.2,0.046142578125,-0.99755859375,0.22265625,-1.1221374045801527,-4.206106870229007,-0.3053435114503817
1.3,0.097412109375,-0.9765625,0.2880859375,-9.763358778625955,3.4885496183206106,-2.564885496183206
1.4,0.115234375,-0.860595703125,0.3701171875,2.3435114503816794,9.068702290076336,11.236641221374045
1.5,0.291015625,-1.204833984375,0.29833984375,-4.305343511450381,14.702290076335878,-2.9160305343511452
1.6,0.189697265625,-0.933837890625,0.20068359375,22.51145038167939,3.114503816793893,-11.740458015267176
1.7,0.1484375,-0.705078125,-0.04150390625,22.83206106870229,10.458015267175572,29.221374045801525
1.8,0.006591796875,-1.990234375,0.781494140625,-41.587786259541986,-32.12977099236641,-47.916030534351144
1.9,-0.215087890625,-0.965576171875,0.373779296875,23.72519083969466,10.740458015267176,-3.7709923664122136
2.0,-0.089599609375,-0.831298828125,0.29638671875,-21.480916030534353,-15.557251908396946,11.076335877862595
2.1,0.1806640625,-0.99072265625,0.30517578125,-13.0,-5.908396946564886,0.37404580152671757
2.2,0.0224609375,-0.98583984375,0.253662109375,1.6641221374045803,3.1526717557251906,-7.175572519083969
2.3,-0.0166015625,-0.9462890625,0.173095703125,-6.66412213740458,-5.977099236641221,-12.725190839694656
2.4,0.033447265625,-1.074951171875,0.149658203125,-0.1297709923664122,-12.732824427480915,-9.488549618320612
2.5,0.03466796875,-1.102294921875,0.279541015625,4.732824427480916,-7.175572519083969,7.679389312977099
2.6,0.234130859375,-1.00634765625,0.322021484375,3.7938931297709924,13.435114503816793,-1.099236641221374
2.7,-0.018310546875,-0.87451171875,0.461669921875,-6.885496183206107,9.488549618320612,6.641221374045801
2.8,0.193115234375,-1.333740234375,0.376220703125,0.40458015267175573,9.511450381679388,5.061068702290076
2.9,0.23486328125,-0.893310546875,0.178955078125,18.770992366412212,6.3816793893129775,-16.412213740458014
3.0,0.111328125,-0.710205078125,-0.0439453125,31.435114503816795,11.251908396946565,20.900763358778626
3.1,-0.67041015625,-2.0,1.30224609375,-142.67175572519085,-48.656488549618324,-43.404580152671755
3.2,-0.146240234375,-1.044677734375,0.552490234375,24.358778625954198,15.801526717557252,-12.335877862595419
3.3,-0.14306640625,-0.8388671875,0.364990234375,-23.603053435114504,-34.55725190839695,7.015267175572519
3.4,0.189208984375,-0.960693359375,0.281494140625,-30.53435114503817,-15.977099236641221,1.7557251908396947
3.5,0.002197265625,-1.023681640625,0.27734375,-1.0229007633587786,2.572519083969466,-12.755725190839694
3.6,-0.041015625,-1.031494140625,0.2177734375,-0.42748091603053434,-13.900763358778626,-6.923664122137405
3.7,0.0263671875,-1.032470703125,0.18310546875,13.625954198473282,-23.419847328244273,-5.755725190839694
3.8,0.1474609375,-1.06640625,0.280029296875,1.0534351145038168,-21.702290076335878,7.190839694656488
3.9,0.119873046875,-0.957275390625,0.276123046875,3.8625954198473282,9.427480916030534,-2.1603053435114505
4.0,0.073486328125,-0.872314453125,0.3828125,-5.893129770992366,11.236641221374045,14.946564885496183
4.1,0.1904296875,-1.16162109375,0.3408203125,-15.786259541984732,8.83206106870229,5.679389312977099
4.2,0.238037109375,-1.0302734375,0.230224609375,17.946564885496183,7.0534351145038165,-11.541984732824428
4.3,0.162841796875,-0.658203125,-0.065673828125,33.908396946564885,17.72519083969466,21.099236641221374
4.4,-0.50244140625,-2.0,1.36669921875,-142.18320610687022,-78.51908396946565,-66.7175572519084
4.5,-0.201904296875,-0.837890625,0.431640625,39.47328244274809,21.00763358778626,-8.351145038167939
4.6,-0.178466796875,-0.943359375,0.37060546875,-24.03053435114504,-47.847328244274806,18.022900763358777
4.7,0.148193359375,-0.981201171875,0.292724609375,-19.519083969465647,-49.00763358778626,4.213740458015267
4.8,0.10009765625,-0.953125,0.199951171875,-8.145038167938932,0.5038167938931297,0.4961832061068702
4.9,0.004150390625,-0.986083984375,0.2431640625,-5.480916030534351,-9.251908396946565,-13.610687022900763
5.0,0.009033203125,-1.03955078125,0.1591796875,9.305343511450381,-5.343511450381679,-9.610687022900763
5.1,-0.076171875,-1.056640625,0.175537109375,2.2900763358778624,-13.954198473282442,1.183206106870229
