Time(s),AccX,AccY,AccZ,GyrX,GyrY,GyrZ
0.0,0.34375,-0.43701171875,0.9755859375,-6.297709923664122,-21.129770992366414,-1.2061068702290076
0.01,0.35400390625,-0.408935546875,0.958251953125,-8.251908396946565,-12.84732824427481,-1.282442748091603
0.02,0.36572265625,-0.448974609375,0.978515625,-8.259541984732824,-13.816793893129772,-2.053435114503817
0.03,0.365478515625,-0.44580078125,1.010009765625,-6.1603053435114505,-15.030534351145038,-3.6793893129770994
0.04,0.3720703125,-0.44775390625,1.02099609375,-4.9541984732824424,-14.82442748091603,-4.694656488549619
0.05,0.31103515625,-0.444580078125,0.956787109375,-2.5877862595419847,-9.694656488549619,-4.656488549618321
0.06,0.333251953125,-0.460205078125,0.923095703125,-1.816793893129771,-4.8396946564885495,-4.091603053435114
0.07,0.346435546875,-0.444091796875,0.907470703125,2.213740458015267,-6.908396946564886,-4.4961832061068705
0.08,0.35400390625,-0.443115234375,0.91455078125,1.0229007633587786,-9.01526717557252,-5.4961832061068705
0.09,0.348876953125,-0.4443359375,0.942138671875,-0.6412213740458015,-8.603053435114504,-6.3893129770992365
0.1,0.349365234375,-0.4453125,0.952392578125,-1.5419847328244274,-6.938931297709924,-7.061068702290076
0.11,0.37548828125,-0.44921875,0.968994140625,-2.030534351145038,-5.870229007633588,-7.923664122137405
0.12,0.40478515625,-0.4619140625,0.99560546875,-1.1374045801526718,-4.809160305343512,-9.229007633587786
0.13,0.403076171875,-0.482666015625,1.03662109375,0.42748091603053434,-1.0610687022900764,-10.580152671755725
0.14,0.399169921875,-0.470458984375,1.03466796875,5.656488549618321,2.2442748091603053,-11.15267175572519
0.15,0.386962890625,-0.470703125,1.01611328125,7.908396946564886,-5.152671755725191,-11.80916030534351
0.16,0.458251953125,-0.446044921875,1.10302734375,7.00763358778626,-4.259541984732825,-11.335877862595419
0.17,0.456298828125,-0.454833984375,1.13330078125,-1.549618320610687,-6.206106870229007,-9.648854961832061
0.18,0.42919921875,-0.459716796875,1.15087890625,-4.938931297709924,-11.221374045801527,-6.396946564885496
0.19,0.43017578125,-0.450927734375,1.120361328125,-10.549618320610687,-12.977099236641221,-4.0534351145038165
0.2,0.42431640625,-0.43603515625,1.07763671875,-15.641221374045802,-9.893129770992367,-1.6793893129770991
0.21,0.391845703125,-0.40966796875,1.039794921875,-26.954198473282442,-5.534351145038168,2.8396946564885495
0.22,0.41455078125,-0.383056640625,0.9990234375,-37.01526717557252,8.274809160305344,5.717557251908397
0.23,0.436767578125,-0.403076171875,0.97509765625,-49.82442748091603,19.31297709923664,9.465648854961833
0.24,0.4296875,-0.489990234375,0.90478515625,-60.786259541984734,26.396946564885496,16.076335877862597
0.25,0.515380859375,-0.48095703125,0.885498046875,-72.64885496183206,31.251908396946565,18.46564885496183
0.26,0.541259765625,-0.552978515625,0.92041015625,-71.29007633587786,30.717557251908396,14.297709923664122
0.27,0.5771484375,-0.5771484375,0.933349609375,-62.76335877862596,28.763358778625953,6.0534351145038165
0.28,0.57958984375,-0.561767578125,0.9208984375,-55.51145038167939,22.557251908396946,-2.7557251908396947
0.29,0.546142578125,-0.589111328125,0.883544921875,-50.12213740458015,23.106870229007633,-9.50381679389313
0.3,0.49267578125,-0.571533203125,0.902587890625,-48.37404580152672,21.19083969465649,-12.305343511450381
0.31,0.456787109375,-0.59619140625,0.89208984375,-47.94656488549618,29.396946564885496,-12.396946564885496
0.32,0.447998046875,-0.60107421875,0.839599609375,-45.16030534351145,38.954198473282446,-11.694656488549619
0.33,0.416259765625,-0.6328125,0.81005859375,-41.55725190839695,31.671755725190838,-10.725190839694656
0.34,0.40869140625,-0.63232421875,0.855224609375,-39.954198473282446,37.56488549618321,-7.793893129770993
0.35,0.393798828125,-0.61669921875,0.864013671875,-41.19847328244275,48.06106870229008,0.45038167938931295
0.36,0.313232421875,-0.6240234375,0.862548828125,-36.66412213740458,47.44274809160305,6.450381679389313
0.37,0.2763671875,-0.587646484375,0.833984375,-34.83969465648855,48.38931297709924,12.15267175572519
0.38,0.232421875,-0.545166015625,0.828125,-34.900763358778626,51.47328244274809,17.374045801526716
0.39,0.241943359375,-0.53125,0.80615234375,-39.56488549618321,51.12213740458015,24.129770992366414
0.4,0.203125,-0.496337890625,0.78759765625,-42.786259541984734,49.06106870229008,25.50381679389313
0.41,0.1982421875,-0.48828125,0.802734375,-43.42748091603053,48.63358778625954,24.87786259541985
0.42,0.200439453125,-0.502197265625,0.79345703125,-39.770992366412216,46.458015267175576,21.908396946564885
