Timestamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
2.28,0.67724609375,0.75146484375,-0.326904296875,28.137404580152673,-90.16030534351145,78.48091603053435
2.29,0.732177734375,0.658935546875,-0.402587890625,25.061068702290076,-99.80916030534351,74.2824427480916
2.3,0.773193359375,0.53857421875,-0.4755859375,23.14503816793893,-96.54198473282443,63.99236641221374
2.31,0.706298828125,0.53369140625,-0.50732421875,19.755725190839694,-88.80152671755725,56.6793893129771
2.32,0.608154296875,0.591796875,-0.516357421875,18.106870229007633,-84.33587786259542,59.74045801526717
2.33,0.569091796875,0.55859375,-0.525634765625,18.549618320610687,-81.08396946564885,61.083969465648856
2.34,0.60107421875,0.53466796875,-0.53125,19.80916030534351,-78.04580152671755,56.7557251908397
2.35,0.641357421875,0.5126953125,-0.50927734375,22.549618320610687,-82.29770992366412,51.23664122137404
2.36,0.673095703125,0.4921875,-0.538330078125,26.282442748091604,-85.92366412213741,46.916030534351144
2.37,0.6953125,0.51806640625,-0.59619140625,29.519083969465647,-73.1526717557252,45.2442748091603
2.38,0.7236328125,0.483642578125,-0.595947265625,34.52671755725191,-55.083969465648856,46.25190839694657
2.39,0.715576171875,0.51318359375,-0.62646484375,40.17557251908397,-44.57251908396947,51.88549618320611
2.4,0.66259765625,0.479248046875,-0.590087890625,46.404580152671755,-45.69465648854962,56.412213740458014
2.41,0.65087890625,0.420654296875,-0.572509765625,50.7557251908397,-51.030534351145036,57.18320610687023
2.42,0.648193359375,0.451904296875,-0.6025390625,52.82442748091603,-62.229007633587784,56.396946564885496
2.43,0.669921875,0.443359375,-0.5771484375,53.3587786259542,-62.64885496183206,56.961832061068705
2.44,0.714599609375,0.441650390625,-0.549072265625,51.458015267175576,-60.7557251908397,50.29770992366412
2.45,0.6123046875,0.445556640625,-0.759033203125,36.786259541984734,-48.35114503816794,32.52671755725191
2.46,0.50341796875,0.4443359375,-0.652099609375,25.419847328244273,-25.923664122137403,24.236641221374047
2.47,0.621826171875,0.3447265625,-0.529296875,41.80916030534351,-23.66412213740458,15.65648854961832
2.48,0.6533203125,0.377197265625,-0.603515625,54.404580152671755,-27.870229007633586,10.786259541984732
2.49,0.65380859375,0.419677734375,-0.602783203125,55.62595419847328,-35.7557251908397,14.267175572519085
2.5,0.676513671875,0.416748046875,-0.615478515625,52.20610687022901,-46.900763358778626,17.893129770992367
2.51,0.681884765625,0.40478515625,-0.650146484375,46.48854961832061,-49.64885496183206,23.328244274809162
2.52,0.718994140625,0.382080078125,-0.640380859375,40.33587786259542,-41.61832061068702,20.282442748091604
2.53,0.76611328125,0.378662109375,-0.6005859375,37.091603053435115,-34.32824427480916,15.625954198473282
2.54,0.7685546875,0.42626953125,-0.566650390625,27.82442748091603,-36.7557251908397,8.740458015267176
2.55,0.74853515625,0.451171875,-0.529296875,21.65648854961832,-42.916030534351144,8.816793893129772
2.56,0.735595703125,0.412109375,-0.51123046875,26.6793893129771,-43.52671755725191,5.1603053435114505
2.57,0.655029296875,0.36767578125,-0.419921875,53.14503816793893,-45.87022900763359,-5.8320610687022905
2.58,0.5849609375,0.3828125,-0.50732421875,73.70992366412214,-42.152671755725194,-19.633587786259543
2.59,0.504638671875,0.449462890625,-0.75439453125,70.91603053435115,-26.33587786259542,-35.70229007633588
2.6,0.48779296875,0.45263671875,-0.93212890625,42.76335877862596,-0.4961832061068702,-46.69465648854962
2.61,0.60595703125,0.35400390625,-0.937744140625,-5.595419847328245,6.8320610687022905,-53.82442748091603
2.62,0.609375,0.380615234375,-0.5400390625,10.931297709923664,-14.213740458015268,-26.229007633587788
2.63,0.84228515625,0.291259765625,-0.491455078125,97.77099236641222,-16.34351145038168,-5.99236641221374
2.64,0.788330078125,0.214599609375,-0.626708984375,145.72519083969465,-2.030534351145038,-3.2519083969465647
2.65,0.70947265625,0.265380859375,-0.68212890625,164.26717557251908,-12.877862595419847,-6.3816793893129775
2.66,0.578857421875,0.245361328125,-0.766357421875,162.3587786259542,-25.96946564885496,-11.198473282442748
2.67,0.597412109375,0.198974609375,-0.785400390625,149.04580152671755,-33.52671755725191,-21.541984732824428
2.68,0.63134765625,0.19677734375,-0.760009765625,139.87786259541986,-46.02290076335878,-34.79389312977099
