Time(s),AccX,AccY,AccZ,GyrX,GyrY,GyrZ
0.0,0.101318359375,-0.994873046875,0.241455078125,0.22900763358778625,0.7938931297709924,0.31297709923664124
0.01,0.09765625,-0.994384765625,0.228759765625,0.11450381679389313,0.7709923664122137,0.15267175572519084
0.02,0.1015625,-0.99755859375,0.2265625,-0.16793893129770993,0.40458015267175573,0.08396946564885496
0.03,0.09814453125,-1.006103515625,0.22802734375,0.06870229007633588,0.08396946564885496,0.16793893129770993
0.04,0.1005859375,-1.0068359375,0.228515625,0.3816793893129771,0.15267175572519084,0.1450381679389313
0.05,0.100830078125,-1.00439453125,0.228271484375,0.33587786259541985,-0.1450381679389313,0.13740458015267176
0.06,0.1064453125,-1.003662109375,0.2431640625,0.31297709923664124,-0.16793893129770993,0.3969465648854962
0.07,0.105712890625,-0.986572265625,0.2431640625,-0.42748091603053434,-1.8854961832061068,0.648854961832061
0.08,0.11474609375,-1.013427734375,0.23388671875,0.5114503816793893,0.45038167938931295,1.2442748091603053
0.09,0.1044921875,-0.995849609375,0.23095703125,0.5954198473282443,0.7709923664122137,1.5038167938931297
0.1,0.112060546875,-0.985595703125,0.232421875,0.15267175572519084,1.1603053435114503,1.6488549618320612
0.11,0.10693359375,-0.9833984375,0.22705078125,-0.06870229007633588,1.3053435114503817,1.6564885496183206
0.12,0.103271484375,-0.980224609375,0.22607421875,-0.7938931297709924,1.0763358778625953,1.4122137404580153
0.13,0.1015625,-0.98974609375,0.215576171875,-0.8320610687022901,0.6564885496183206,1.251908396946565
0.14,0.105712890625,-0.99853515625,0.223876953125,-0.9694656488549618,0.5954198473282443,0.9618320610687023
0.15,0.1015625,-0.9853515625,0.22900390625,-0.8625954198473282,0.3893129770992366,0.8396946564885496
0.16,0.09521484375,-0.989013671875,0.2236328125,-1.0229007633587786,0.20610687022900764,0.7862595419847328
0.17,0.099609375,-0.995361328125,0.22802734375,-1.0305343511450382,-1.9236641221374047,0.9770992366412213
0.18,0.104736328125,-0.997802734375,0.2216796875,-0.7786259541984732,0.03816793893129771,1.2061068702290076
0.19,0.099609375,-1.004150390625,0.22412109375,-0.40458015267175573,0.37404580152671757,1.3435114503816794
0.2,0.107666015625,-1.012451171875,0.22705078125,-0.11450381679389313,0.816793893129771,1.4045801526717556
0.21,0.10205078125,-0.995361328125,0.2197265625,0.183206106870229,1.2061068702290076,1.4885496183206106
0.22,0.102294921875,-0.993896484375,0.21875,-0.0916030534351145,1.5725190839694656,1.5267175572519085
0.23,0.09375,-0.984130859375,0.230224609375,-0.3893129770992366,1.0687022900763359,1.5267175572519085
0.24,0.0927734375,-0.9833984375,0.22802734375,-0.6717557251908397,1.015267175572519,1.8015267175572518
0.25,0.096435546875,-0.9892578125,0.228515625,-0.8091603053435115,0.2748091603053435,1.83206106870229
0.26,0.099609375,-0.9951171875,0.22412109375,-0.6564885496183206,-0.04580152671755725,1.7938931297709924
0.27,0.08154296875,-0.998046875,0.22119140625,-0.6259541984732825,-0.46564885496183206,1.8854961832061068
0.28,0.096435546875,-1.010986328125,0.22412109375,-1.0687022900763359,-0.9312977099236641,1.7786259541984732
