Time(s),AccX,AccY,AccZ,GyrX,GyrY,GyrZ
1.6689300537109375e-06,0.071533203125,-1.0048828125,0.08203125,-0.061068702290076333,0.022900763358778626,-1.4274809160305344
0.010061502456665039,0.072998046875,-0.997314453125,0.080810546875,-0.22900763358778625,-0.09923664122137404,-1.4732824427480915
0.020056724548339844,0.072998046875,-1.00927734375,0.0908203125,-0.33587786259541985,0.06870229007633588,-1.3969465648854962
0.03005695343017578,0.06201171875,-0.998046875,0.089599609375,-0.6717557251908397,-0.10687022900763359,-1.297709923664122
0.0400543212890625,0.077880859375,-1.0068359375,0.076416015625,-0.6412213740458015,-0.15267175572519084,-1.4122137404580153
0.05005478858947754,0.071533203125,-1.0,0.0849609375,-0.4961832061068702,-0.03816793893129771,-1.2900763358778626
0.06005501747131348,0.0693359375,-1.00390625,0.08349609375,-0.5419847328244275,0.1450381679389313,-1.381679389312977
0.07002663612365723,0.066650390625,-1.007568359375,0.08251953125,-0.3816793893129771,-0.05343511450381679,-1.5267175572519085
0.08005475997924805,0.07373046875,-1.008056640625,0.08349609375,-0.16793893129770993,-0.03816793893129771,-1.1908396946564885
0.09005498886108398,0.071044921875,-0.987548828125,0.083740234375,-0.19083969465648856,0.04580152671755725,-1.3206106870229009
0.10005450248718262,0.070068359375,-1.005859375,0.093017578125,-0.3282442748091603,-0.030534351145038167,-1.4351145038167938
0.11005401611328125,0.0693359375,-1.002197265625,0.07958984375,-0.4122137404580153,0.03816793893129771,-1.3206106870229009
0.12005448341369629,0.068115234375,-1.00537109375,0.0810546875,-0.7175572519083969,-0.13740458015267176,-1.3129770992366412
0.13005495071411133,0.06591796875,-0.999267578125,0.079833984375,-0.5801526717557252,-0.09923664122137404,-1.3511450381679388
0.14005422592163086,0.068115234375,-1.001953125,0.073486328125,-0.48091603053435117,0.19083969465648856,-1.2290076335877862
0.1500542163848877,0.067626953125,-1.0048828125,0.0771484375,-0.3053435114503817,-0.16030534351145037,-1.2671755725190839
0.16005349159240723,0.070068359375,-1.010498046875,0.08984375,-0.22137404580152673,-0.16030534351145037,-1.282442748091603
0.17005348205566406,0.072998046875,-1.009765625,0.0849609375,-0.24427480916030533,-0.03816793893129771,-1.282442748091603
0.1800537109375,0.072998046875,-0.997314453125,0.0859375,-0.37404580152671757,0.08396946564885496,-1.213740458015267
0.19005417823791504,0.068359375,-0.9970703125,0.08642578125,-0.5954198473282443,-0.1297709923664122,-1.3893129770992367
0.20005416870117188,0.074462890625,-1.006103515625,0.075439453125,-0.5801526717557252,1.900763358778626,-1.450381679389313
0.2100541591644287,0.069580078125,-1.001953125,0.074462890625,-0.5572519083969466,-0.13740458015267176,-1.2290076335877862
0.2200319766998291,0.07373046875,-0.997802734375,0.081298828125,-0.5038167938931297,-0.015267175572519083,-1.3893129770992367
0.23005437850952148,0.06689453125,-0.9912109375,0.0810546875,-0.40458015267175573,-0.17557251908396945,-1.450381679389313
0.24005532264709473,0.072021484375,-1.00732421875,0.080322265625,-0.19083969465648856,-0.007633587786259542,-1.4961832061068703
0.25005435943603516,0.072509765625,-0.999755859375,0.08349609375,-0.2595419847328244,0.15267175572519084,-1.2290076335877862
0.2600550651550293,0.07666015625,-1.00390625,0.063720703125,-0.48091603053435117,0.2366412213740458,-1.3282442748091603
0.2700541019439697,0.0751953125,-1.006591796875,0.082275390625,-0.48091603053435117,-0.16793893129770993,-1.4580152671755726
0.28005480766296387,0.069091796875,-0.99755859375,0.080810546875,-0.7099236641221374,-0.10687022900763359,-1.4427480916030535
0.2900543212890625,0.076171875,-1.00634765625,0.07763671875,-0.366412213740458,-0.1984732824427481,-1.381679389312977
0.30005431175231934,0.072265625,-1.001708984375,0.07763671875,-0.26717557251908397,-0.183206106870229,-1.4045801526717556
0.31005358695983887,0.0712890625,-1.002197265625,0.0849609375,-0.5114503816793893,-0.022900763358778626,-1.3893129770992367
0.3200540542602539,0.06982421875,-1.015625,0.082275390625,-0.3893129770992366,0.015267175572519083,-1.3740458015267176
0.33005380630493164,0.072021484375,-1.007568359375,0.078857421875,-0.3053435114503817,-0.05343511450381679,-1.450381679389313
0.3400547504425049,0.070068359375,-1.00341796875,0.083740234375,-0.3969465648854962,-0.05343511450381679,-1.1984732824427482
0.3500535488128662,0.0703125,-1.0048828125,0.073974609375,-0.3893129770992366,0.1984732824427481,-1.3358778625954197
0.36005449295043945,0.06787109375,-1.00390625,0.0830078125,-0.6793893129770993,0.1984732824427481,-1.4045801526717556
0.3700239658355713,0.07470703125,-1.0048828125,0.08544921875,-0.40458015267175573,-0.22137404580152673,-1.2061068702290076
0.3800544738769531,0.07177734375,-0.98486328125,0.0791015625,-0.5419847328244275,-0.24427480916030533,-1.2900763358778626
0.39005541801452637,0.0693359375,-1.01025390625,0.0634765625,-0.6030534351145038,1.8473282442748091,-1.3053435114503817
0.4000554084777832,0.06884765625,-1.001708984375,0.0830078125,-0.48091603053435117,-0.16030534351145037,-1.5267175572519085
0.41005444526672363,0.071533203125,-0.998291015625,0.080810546875,-0.3816793893129771,0.015267175572519083,-1.3358778625954197
0.42005443572998047,0.073974609375,-1.003173828125,0.08447265625,-0.3816793893129771,-0.061068702290076333,-1.4122137404580153
0.4300546646118164,0.069091796875,-1.00341796875,0.078857421875,-0.29770992366412213,0.10687022900763359,-1.4732824427480915
0.44005489349365234,0.072021484375,-0.99755859375,0.0771484375,-0.46564885496183206,-0.0916030534351145,-1.4045801526717556
0.4500546455383301,0.07470703125,-1.004150390625,0.07861328125,-0.4732824427480916,-0.33587786259541985,-1.2213740458015268
0.4600539207458496,0.0712890625,-1.01171875,0.079833984375,-0.3282442748091603,-0.15267175572519084,-1.213740458015267
0.47005462646484375,0.072265625,-0.989501953125,0.079345703125,-0.6564885496183206,-0.0916030534351145,-1.3282442748091603
0.4800543785095215,0.070068359375,-1.01171875,0.082763671875,0.1297709923664122,-0.12213740458015267,-1.3282442748091603
0.4900546073913574,0.0654296875,-0.998779296875,0.078125,-0.20610687022900764,1.9465648854961832,-1.5725190839694656
0.5000545978546143,0.069580078125,-1.005859375,0.078369140625,-0.6030534351145038,0.07633587786259542,-1.3206106870229009
0.5100541114807129,0.06689453125,-0.99658203125,0.085693359375,-1.015267175572519,0.09923664122137404,-1.3282442748091603
