Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2.6226043701171875e-06,0.02294921875,-1.0,0.27294921875,-0.6717557251908397,-0.1984732824427481,-1.0763358778625953
0.01005864143371582,0.02734375,-0.99072265625,0.281005859375,-0.6641221374045801,0.1984732824427481,-1.083969465648855
0.020057201385498047,0.0205078125,-0.99169921875,0.270263671875,-1.0305343511450382,-0.08396946564885496,-1.1984732824427482
0.030058860778808594,0.0205078125,-0.989013671875,0.280517578125,-1.3053435114503817,-0.04580152671755725,-1.1908396946564885
0.04005622863769531,0.021240234375,-0.984375,0.278076171875,-1.1374045801526718,-0.04580152671755725,-0.9618320610687023
0.05005502700805664,0.027099609375,-0.99365234375,0.266845703125,-1.4198473282442747,-0.26717557251908397,-1.1374045801526718
0.06005549430847168,0.025390625,-0.98486328125,0.268310546875,-0.9923664122137404,0.08396946564885496,-1.2442748091603053
0.07005572319030762,0.021240234375,-0.988037109375,0.271240234375,-1.0610687022900764,-0.26717557251908397,-1.183206106870229
0.08005642890930176,0.027099609375,-0.989013671875,0.27587890625,-0.9770992366412213,-0.1984732824427481,-1.2900763358778626
0.09005522727966309,0.02734375,-0.996826171875,0.2734375,-0.8778625954198473,0.09923664122137404,-1.0610687022900764
0.10005593299865723,0.021484375,-0.99609375,0.27001953125,-1.0534351145038168,-1.9465648854961832,-0.9923664122137404
0.11005496978759766,0.023681640625,-0.98876953125,0.27099609375,-0.8854961832061069,0.03816793893129771,-0.9847328244274809
0.1200554370880127,0.02490234375,-0.988525390625,0.276611328125,-0.8854961832061069,0.0,-1.015267175572519
0.13005781173706055,0.020263671875,-0.988525390625,0.278076171875,-1.0610687022900764,-0.061068702290076333,-1.2366412213740459
0.1400589942932129,0.025390625,-0.987060546875,0.275146484375,-0.648854961832061,-0.16793893129770993,-1.0916030534351144
0.15005779266357422,0.0244140625,-0.986328125,0.281005859375,-0.8473282442748091,-0.06870229007633588,-1.2900763358778626
0.16005873680114746,0.021728515625,-0.99169921875,0.28564453125,-1.0458015267175573,-0.1450381679389313,-1.1450381679389312
0.1700575351715088,0.02197265625,-0.985595703125,0.27880859375,-1.2595419847328244,0.08396946564885496,-1.0610687022900764
0.18005776405334473,0.01953125,-0.99072265625,0.275390625,-1.083969465648855,-0.061068702290076333,-0.8015267175572519
0.19005823135375977,0.018310546875,-0.99072265625,0.275634765625,-1.0305343511450382,-0.19083969465648856,-1.1526717557251909
0.2000575065612793,0.0244140625,-0.98779296875,0.28662109375,-0.9007633587786259,0.0,-1.1297709923664123
0.21005749702453613,0.017822265625,-0.99072265625,0.275390625,-0.9236641221374046,-0.1450381679389313,-1.1450381679389312
0.22005820274353027,0.0283203125,-0.9921875,0.28076171875,-0.9541984732824428,-1.900763358778626,-1.0763358778625953
0.2300586700439453,0.02392578125,-0.983154296875,0.27685546875,-1.1450381679389312,-0.24427480916030533,-1.1984732824427482
0.24005913734436035,0.0283203125,-0.98681640625,0.2783203125,-1.2290076335877862,0.022900763358778626,-0.9694656488549618
0.250058650970459,0.0234375,-0.98876953125,0.28662109375,-1.16793893129771,1.9465648854961832,-1.0
0.26006007194519043,0.015869140625,-0.987548828125,0.269287109375,-1.0458015267175573,-1.9541984732824427,-1.0687022900763359
0.27005839347839355,0.0224609375,-0.985595703125,0.26953125,-0.7251908396946565,-0.2900763358778626,-1.0687022900763359
0.2800588607788086,0.01953125,-0.99072265625,0.253173828125,-0.7709923664122137,-0.16793893129770993,-1.0687022900763359
0.290057897567749,0.02685546875,-0.98828125,0.271728515625,-0.8015267175572519,-0.32061068702290074,-1.015267175572519
0.30005860328674316,0.0224609375,-0.9912109375,0.279541015625,-0.7633587786259542,-0.13740458015267176,-1.0229007633587786
0.3100581169128418,0.01953125,-0.98779296875,0.269287109375,-0.9312977099236641,1.9083969465648856,-1.0381679389312977
0.32005929946899414,0.024658203125,-0.98974609375,0.2783203125,-1.0076335877862594,0.04580152671755725,-1.2213740458015268
0.33005833625793457,0.025390625,-0.983154296875,0.2646484375,-1.0305343511450382,0.03816793893129771,-1.2366412213740459
0.3400588035583496,0.02001953125,-0.98974609375,0.26513671875,-0.9007633587786259,0.030534351145038167,-1.1755725190839694
0.35005760192871094,0.006103515625,-0.995849609375,0.276611328125,-1.0763358778625953,-0.12213740458015267,-1.0458015267175573
0.3600585460662842,0.02734375,-0.990478515625,0.27978515625,-1.0763358778625953,-0.2748091603053435,-1.0458015267175573
0.3700575828552246,0.021240234375,-0.999755859375,0.27685546875,-0.7251908396946565,-0.15267175572519084,-1.0
0.38005948066711426,0.02734375,-0.98193359375,0.279541015625,-0.8702290076335878,-0.015267175572519083,-1.1526717557251909
0.3900585174560547,0.0234375,-0.986083984375,0.26953125,-0.7480916030534351,0.11450381679389313,-0.9465648854961832
0.4000585079193115,0.024658203125,-0.991455078125,0.282958984375,-0.9770992366412213,0.03816793893129771,-1.1526717557251909
