Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1748587668.8311098,0.1884765625,-0.876220703125,0.03564453125,45.06106870229008,-74.50381679389314,-40.05343511450382
1748587668.8411655,0.20166015625,-0.897705078125,0.068115234375,58.14503816793893,-68.31297709923665,-31.778625954198475
1748587668.8511684,0.174072265625,-0.90380859375,0.101318359375,59.587786259541986,-70.90076335877863,-23.557251908396946
1748587668.8611717,0.164306640625,-0.933349609375,0.106201171875,51.595419847328245,-74.7557251908397,-17.519083969465647
1748587668.871182,0.150146484375,-0.98046875,0.114501953125,40.36641221374046,-74.57251908396947,-9.114503816793894
1748587668.8811648,0.11669921875,-0.9853515625,0.115966796875,25.984732824427482,-76.20610687022901,-7.099236641221374
1748587668.891166,0.1103515625,-1.0390625,0.123291015625,15.083969465648854,-68.05343511450381,-8.908396946564885
1748587668.9011729,0.1015625,-1.03564453125,0.110595703125,-1.5572519083969465,-64.31297709923665,-16.259541984732824
1748587668.9111664,0.16064453125,-1.076171875,0.089111328125,-7.145038167938932,-57.51145038167939,-21.49618320610687
1748587668.9211626,0.184326171875,-1.03564453125,0.087646484375,-12.709923664122137,-55.14503816793893,-25.48854961832061
1748587668.9311614,0.103515625,-0.97802734375,0.201416015625,-20.52671755725191,-70.6412213740458,-26.64885496183206
1748587668.9411602,0.15380859375,-0.883056640625,0.233154296875,-15.931297709923664,-101.00763358778626,1.5419847328244274
1748587668.951161,0.14208984375,-0.849853515625,0.1376953125,-13.114503816793894,-113.69465648854961,29.96946564885496
1748587668.9611607,0.11328125,-0.888427734375,0.034912109375,-15.083969465648854,-99.93129770992367,53.66412213740458
1748587668.9711607,0.059814453125,-0.92333984375,0.06005859375,-18.30534351145038,-95.95419847328245,58.099236641221374
1748587668.9811606,0.08984375,-0.947021484375,0.02587890625,-29.458015267175572,-84.12977099236642,39.06106870229008
1748587668.9911604,0.05517578125,-1.0400390625,-0.080322265625,-42.86259541984733,-48.56488549618321,4.748091603053435
1748587669.0011635,0.03466796875,-1.05322265625,-0.16064453125,-45.534351145038165,6.404580152671755,-39.93893129770992
1748587669.0111604,0.04052734375,-1.056396484375,-0.191650390625,-42.50381679389313,59.908396946564885,-85.77862595419847
1748587669.021161,0.027587890625,-1.003662109375,-0.07470703125,-23.633587786259543,94.87786259541984,-119.92366412213741
1748587669.0311604,0.073486328125,-0.930419921875,0.03173828125,-0.16793893129770993,105.70229007633588,-140.3740458015267
1748587669.0411608,0.19189453125,-0.906494140625,0.093505859375,30.221374045801525,96.41221374045801,-137.63358778625954
1748587669.0511668,0.3076171875,-0.87939453125,0.159912109375,64.25190839694656,96.38167938931298,-116.94656488549619
1748587669.0611613,0.546630859375,-0.9736328125,0.2451171875,104.52671755725191,35.396946564885496,-96.22900763358778
1748587669.0711622,0.54833984375,-0.9150390625,0.2734375,74.65648854961832,11.435114503816793,-60.25190839694657
1748587669.0811634,0.589599609375,-1.010009765625,0.239013671875,46.396946564885496,0.366412213740458,-7.297709923664122
1748587669.0911617,0.4326171875,-0.916259765625,0.237060546875,3.404580152671756,-24.549618320610687,24.31297709923664
1748587669.1011617,0.410400390625,-0.952880859375,0.179931640625,-34.16793893129771,-25.82442748091603,46.396946564885496
1748587669.1111605,0.365234375,-0.989013671875,0.11083984375,-49.969465648854964,-21.633587786259543,57.3206106870229
1748587669.121168,0.37451171875,-0.979736328125,0.06396484375,-52.732824427480914,-25.236641221374047,55.152671755725194
1748587669.1311615,0.385986328125,-0.972412109375,0.10791015625,-48.48854961832061,-34.48854961832061,39.87022900763359
1748587669.1411614,0.406005859375,-0.996826171875,0.130859375,-50.74045801526717,-51.49618320610687,18.595419847328245
1748587669.1511602,0.180908203125,-0.769287109375,0.047119140625,-52.83969465648855,-58.16793893129771,48.86259541984733
1748587669.1611607,0.068603515625,-0.969482421875,-0.0185546875,-34.396946564885496,-37.152671755725194,78.78625954198473
1748587669.1711612,0.149658203125,-0.952392578125,0.05078125,-21.458015267175572,-32.229007633587784,56.6793893129771
1748587669.1811607,0.329833984375,-0.89013671875,0.02001953125,-6.877862595419847,-27.00763358778626,26.0
1748587669.1911628,0.310546875,-0.97314453125,0.031494140625,4.351145038167939,-26.16793893129771,-6.801526717557252
1748587669.201161,0.32177734375,-0.985595703125,0.043701171875,12.366412213740459,-26.15267175572519,-30.022900763358777
1748587669.2111614,0.338134765625,-0.955810546875,0.00146484375,15.076335877862595,-22.977099236641223,-33.06870229007634
1748587669.221161,0.344482421875,-0.926025390625,0.00439453125,11.198473282442748,-22.31297709923664,-29.740458015267176
1748587669.2311616,0.354248046875,-0.9794921875,0.01123046875,3.2442748091603053,-22.946564885496183,-25.3206106870229
1748587669.241162,0.328369140625,-1.037841796875,0.01123046875,-4.244274809160306,-25.580152671755727,-26.022900763358777
1748587669.251161,0.33984375,-1.00830078125,-0.13232421875,4.931297709923665,-41.87022900763359,-26.519083969465647
1748587669.2611656,0.27587890625,-0.986083984375,-0.077392578125,3.0916030534351147,-46.57251908396947,-24.068702290076335
1748587669.271161,0.271484375,-0.963623046875,-0.083740234375,-2.2519083969465647,-49.23664122137404,-21.14503816793893
1748587669.2811613,0.326416015625,-0.9267578125,-0.179931640625,-12.870229007633588,-48.961832061068705,-13.625954198473282
1748587669.2911613,0.367919921875,-1.0244140625,-0.09814453125,-17.12213740458015,-53.465648854961835,-14.83969465648855
1748587669.3011615,0.353759765625,-1.074951171875,-0.111083984375,-19.137404580152673,-55.19083969465649,-15.763358778625955
1748587669.311162,0.34814453125,-1.013427734375,-0.16162109375,-19.763358778625953,-57.412213740458014,-16.099236641221374
1748587669.3211613,0.322265625,-1.001708984375,-0.17578125,-15.312977099236642,-61.63358778625954,-19.923664122137403
1748587669.3311627,0.3134765625,-0.99609375,-0.150146484375,-22.732824427480917,-57.603053435114504,-24.793893129770993
1748587669.3411617,0.3134765625,-1.041748046875,-0.175048828125,-14.67175572519084,-63.12213740458015,-24.458015267175572
1748587669.351162,0.307373046875,-1.096923828125,-0.20361328125,-5.564885496183206,-64.09160305343511,-24.480916030534353
1748587669.3611617,0.364990234375,-1.061767578125,-0.16259765625,0.2595419847328244,-61.83969465648855,-18.091603053435115
1748587669.3711607,0.415771484375,-1.05224609375,-0.146240234375,-1.2671755725190839,-61.16030534351145,-11.793893129770993
1748587669.3811612,0.437255859375,-1.0556640625,-0.152099609375,-0.4351145038167939,-58.52671755725191,-9.122137404580153
1748587669.3911602,0.447265625,-1.050537109375,-0.1142578125,1.0534351145038168,-54.70229007633588,-10.534351145038167
1748587669.4011557,0.42724609375,-1.0556640625,-0.082763671875,1.0381679389312977,-49.656488549618324,-15.145038167938932
1748587669.4111624,0.41455078125,-1.041259765625,-0.08544921875,2.8931297709923665,-50.083969465648856,-18.3206106870229
1748587669.4211626,0.40625,-1.021240234375,-0.084228515625,7.687022900763359,-51.47328244274809,-18.65648854961832
1748587669.4311626,0.368408203125,-0.997314453125,-0.07177734375,10.381679389312977,-51.99236641221374,-17.48854961832061
1748587669.4411619,0.34375,-0.973876953125,-0.06982421875,10.007633587786259,-52.88549618320611,-17.519083969465647
