Time,AccX,AccY,AccZ
1748590388.8433688,0.09912109375,9.874169921875001,-0.16796875
1748590388.853671,0.097900390625,9.97705078125,-0.168701171875
1748590388.863425,0.080810546875,9.926806640625001,-0.169189453125
1748590388.8734348,0.066162109375,9.771289062500001,-0.14990234375
1748590388.883447,0.084716796875,9.63251953125,-0.12890625
1748590388.893428,0.0986328125,9.467431640625001,-0.142333984375
1748590388.9034536,0.067138671875,9.24970703125,-0.12158203125
1748590388.9134352,0.052490234375,9.194677734375,-0.111572265625
1748590388.923432,0.021728515625,9.218603515625,-0.104248046875
1748590388.9334261,0.010986328125,9.381298828125,-0.083251953125
1748590388.9434283,0.0029296875,9.845458984375,-0.052734375
1748590388.9534254,0.013427734375,10.058398437500001,-0.048583984375
1748590388.9634233,0.02978515625,10.166064453125001,-0.042236328125
1748590388.9734235,0.03076171875,10.022509765625001,-0.04150390625
1748590388.9834228,0.035888671875,9.747363281250001,-0.05224609375
1748590388.9934254,0.058349609375,9.534423828125,-0.065673828125
1748590389.0034251,0.06689453125,9.142041015625,-0.079833984375
1748590389.0134268,0.069091796875,9.21142578125,-0.103759765625
1748590389.0234256,0.07275390625,9.209033203125001,-0.1015625
1748590389.033424,0.069580078125,9.299951171875001,-0.091796875
1748590389.043423,0.080322265625,9.477001953125,-0.09130859375
1748590389.0534232,0.08544921875,9.962695312500001,-0.08740234375
1748590389.0634232,0.105712890625,10.209130859375001,-0.074462890625
1748590389.0734234,0.09228515625,10.029687500000001,-0.06396484375
1748590389.083423,0.08740234375,10.056005859375,-0.077880859375
1748590389.0934227,0.1005859375,9.883740234375,-0.089599609375
1748590389.1034248,0.102294921875,9.697119140625,-0.09033203125
1748590389.1134257,0.09619140625,9.500927734375,-0.089111328125
1748590389.123424,0.080078125,9.44111328125,-0.098876953125
1748590389.1334243,0.080078125,9.20185546875,-0.093505859375
1748590389.1434247,0.0732421875,9.512890625,-0.08642578125
1748590389.1534233,0.07177734375,9.83349609375,-0.075927734375
1748590389.1634235,0.08740234375,10.005761718750001,-0.0849609375
1748590389.173424,0.08154296875,10.18759765625,-0.085693359375
1748590389.1834235,0.06640625,10.053613281250001,-0.079345703125
1748590389.193424,0.07373046875,9.8765625,-0.08935546875
1748590389.2034254,0.062744140625,9.675585937500001,-0.089599609375
1748590389.2134254,0.064697265625,9.477001953125,-0.091796875
1748590389.2234237,0.064453125,9.443505859375001,-0.09326171875
1748590389.2334342,0.05078125,9.615771484375001,-0.087890625
1748590389.2434242,0.0693359375,9.742578125000001,-0.10400390625
1748590389.2534244,0.058349609375,9.862207031250001,-0.104248046875
1748590389.2634244,0.0654296875,9.788037109375,-0.1103515625
1748590389.2734244,0.08544921875,9.821533203125,-0.1064453125
1748590389.2834244,0.0927734375,9.7330078125,-0.103515625
1748590389.2934234,0.10693359375,9.66123046875,-0.100341796875
1748590389.3034258,0.09521484375,9.634912109375001,-0.099365234375
1748590389.313426,0.102294921875,9.654052734375,-0.094970703125
1748590389.323424,0.106201171875,9.553564453125,-0.083984375
1748590389.3334236,0.099853515625,9.6373046875,-0.08447265625
1748590389.3434238,0.09716796875,9.811962890625,-0.079833984375
1748590389.353423,0.1171875,9.8095703125,-0.08740234375
1748590389.363424,0.12451171875,9.862207031250001,-0.0810546875
1748590389.373424,0.11767578125,9.76171875,-0.085205078125
1748590389.3834236,0.116943359375,9.771289062500001,-0.092041015625
1748590389.393424,0.107421875,9.898095703125001,-0.088623046875
1748590389.4034245,0.10302734375,9.778466796875001,-0.09228515625
1748590389.4134252,0.100341796875,9.838281250000001,-0.0908203125
1748590389.4234242,0.078125,9.816748046875,-0.088623046875
1748590389.4334238,0.09130859375,9.907666015625,-0.090087890625
1748590389.4434235,0.09521484375,9.855029296875001,-0.084228515625
1748590389.453424,0.101806640625,9.8095703125,-0.087890625
1748590389.4634237,0.099365234375,9.77607421875,-0.09912109375
1748590389.4734237,0.122802734375,9.716259765625,-0.0966796875
1748590389.4834237,0.088134765625,9.764111328125,-0.08544921875
1748590389.4934244,0.090576171875,9.63251953125,-0.1083984375
1748590389.5034244,0.096923828125,9.649267578125,-0.088134765625
1748590389.5134249,0.0947265625,9.72822265625,-0.0869140625
1748590389.5234241,0.099365234375,9.764111328125,-0.09423828125
1748590389.5334241,0.08984375,9.670800781250001,-0.09228515625
1748590389.5434241,0.086669921875,9.790429687500001,-0.090576171875
1748590389.5534253,0.093017578125,9.742578125000001,-0.08837890625
1748590389.5634243,0.090087890625,9.68515625,-0.087646484375
1748590389.5734234,0.096435546875,9.75693359375,-0.089111328125
1748590389.5834239,0.098388671875,9.768896484375,-0.07275390625
1748590389.5934231,0.101806640625,9.922021484375001,-0.080810546875
1748590389.6034245,0.109130859375,9.843066406250001,-0.097900390625
1748590389.6134248,0.093017578125,9.917236328125,-0.08544921875
1748590389.623424,0.09375,9.783251953125001,-0.08544921875
1748590389.6334248,0.0908203125,9.8287109375,-0.08544921875
1748590389.643424,0.093505859375,9.754541015625001,-0.08642578125
1748590389.653424,0.087158203125,9.725830078125,-0.0888671875
1748590389.6634238,0.10400390625,9.66123046875,-0.08642578125
1748590389.6734242,0.089599609375,9.625341796875,-0.074951171875
1748590389.683424,0.10205078125,9.771289062500001,-0.087646484375
1748590389.693424,0.0888671875,9.711474609375001,-0.083984375
1748590389.703426,0.099853515625,9.886132812500001,-0.102294921875
1748590389.7134254,0.103759765625,10.06796875,-0.097900390625
1748590389.7234237,0.083740234375,9.941162109375,-0.090576171875
1748590389.7334237,0.094970703125,9.926806640625001,-0.088134765625
1748590389.7434251,0.091552734375,9.826318359375001,-0.099365234375
1748590389.753424,0.094482421875,9.838281250000001,-0.08984375
1748590389.7634242,0.081298828125,9.72822265625,-0.089599609375
1748590389.7734234,0.09375,9.697119140625,-0.09521484375
1748590389.7834241,0.09716796875,9.66123046875,-0.100341796875
1748590389.7934241,0.090576171875,9.692333984375,-0.100341796875
1748590389.803425,0.100830078125,9.646875000000001,-0.10205078125
1748590389.8134255,0.086181640625,9.646875000000001,-0.09375
1748590389.823424,0.0810546875,9.77607421875,-0.1015625
1748590389.8334243,0.087158203125,9.6373046875,-0.09765625
1748590389.843425,0.078857421875,9.721044921875,-0.07861328125
1748590389.8534255,0.089111328125,9.8,-0.0947265625
1748590389.8634248,0.093017578125,9.773681640625,-0.089599609375
1748590389.873423,0.090087890625,9.8287109375,-0.093017578125
1748590389.883433,0.083251953125,9.742578125000001,-0.092529296875
1748590389.8934238,0.079833984375,9.754541015625001,-0.0810546875
1748590389.9034274,0.080322265625,9.792822265625,-0.09912109375
1748590389.9134219,0.081298828125,9.730615234375001,-0.0966796875
1748590389.9234235,0.083984375,9.759326171875001,-0.095947265625
1748590389.9334211,0.080810546875,9.768896484375,-0.0908203125
1748590389.9434223,0.091552734375,9.792822265625,-0.08984375
1748590389.9534223,0.08154296875,9.675585937500001,-0.08251953125
1748590389.9634218,0.088134765625,9.622949218750001,-0.087890625
1748590389.973421,0.0927734375,9.7330078125,-0.095947265625
1748590389.9834213,0.091064453125,9.70908203125,-0.10107421875
1748590389.9934213,0.091552734375,9.725830078125,-0.090087890625
1748590390.0034232,0.08544921875,9.670800781250001,-0.088134765625
1748590390.0134213,0.0869140625,9.520068359375001,-0.084716796875
1748590390.023421,0.0830078125,9.646875000000001,-0.09228515625
1748590390.0334213,0.0888671875,9.706689453125001,-0.080810546875
1748590390.0434217,0.0859375,9.749755859375,-0.08740234375
1748590390.0534217,0.0947265625,9.788037109375,-0.0908203125
1748590390.0634215,0.109130859375,9.811962890625,-0.080322265625
1748590390.073421,0.090087890625,9.768896484375,-0.084228515625
1748590390.0834212,0.09130859375,9.677978515625,-0.09765625
1748590390.093422,0.086669921875,9.60859375,-0.097412109375
1748590390.1033938,0.0751953125,9.670800781250001,-0.11328125
1748590390.1134222,0.077880859375,9.572705078125,-0.103271484375
1748590390.1234214,0.086181640625,9.606201171875,-0.102783203125
1748590390.1334212,0.080810546875,9.34541015625,-0.10107421875
1748590390.1434212,0.087646484375,9.524853515625,-0.108642578125
1748590390.1534216,0.083984375,9.5703125,-0.09521484375
1748590390.1634214,0.085205078125,9.651660156250001,-0.099365234375
1748590390.1734216,0.091552734375,9.730615234375001,-0.087646484375
1748590390.1834211,0.079345703125,9.838281250000001,-0.083984375
1748590390.1934233,0.107421875,9.94833984375,-0.0830078125
1748590390.203423,0.09716796875,9.886132812500001,-0.078369140625
1748590390.2134218,0.09130859375,9.783251953125001,-0.084716796875
1748590390.2234213,0.094482421875,9.670800781250001,-0.094970703125
1748590390.233427,0.0927734375,9.627734375000001,-0.108154296875
1748590390.2434213,0.108154296875,9.543994140625001,-0.119873046875
1748590390.2534215,0.09375,9.622949218750001,-0.11083984375
1748590390.263423,0.095458984375,9.60859375,-0.107421875
1748590390.2734215,0.087646484375,9.795214843750001,-0.09423828125
1748590390.2834215,0.078857421875,9.862207031250001,-0.085205078125
1748590390.293421,0.074462890625,9.931591796875,-0.09912109375
1748590390.303422,0.071044921875,9.910058593750001,-0.105712890625
1748590390.3134224,0.071044921875,9.826318359375001,-0.12255859375
1748590390.3234212,0.073486328125,9.711474609375001,-0.112060546875
1748590390.3334157,0.065673828125,9.587060546875001,-0.1162109375
1748590390.3434217,0.072998046875,9.591845703125001,-0.118896484375
1748590390.3534217,0.073974609375,9.694726562500001,-0.123046875
1748590390.3634214,0.072509765625,9.740185546875,-0.1298828125
1748590390.373422,0.0732421875,9.783251953125001,-0.111083984375
1748590390.383422,0.07470703125,9.773681640625,-0.125
1748590390.393421,0.0751953125,9.797607421875,-0.137451171875
1748590390.4034176,0.080810546875,9.7330078125,-0.121337890625
1748590390.4134219,0.0908203125,9.788037109375,-0.13134765625
1748590390.423422,0.09228515625,9.711474609375001,-0.12548828125
1748590390.433422,0.104736328125,9.663623046875001,-0.12744140625
1748590390.4434214,0.089599609375,9.548779296875,-0.13671875
1748590390.4534218,0.0810546875,9.701904296875,-0.126708984375
1748590390.4634218,0.088623046875,9.687548828125001,-0.136474609375
1748590390.4734137,0.08837890625,9.699511718750001,-0.135986328125
1748590390.4834216,0.09619140625,9.735400390625001,-0.1298828125
1748590390.493422,0.10498046875,9.749755859375,-0.136474609375
1748590390.503422,0.10693359375,9.740185546875,-0.132080078125
1748590390.5134225,0.109375,9.83349609375,-0.132080078125
1748590390.523421,0.10693359375,9.886132812500001,-0.134765625
1748590390.5334213,0.0888671875,9.907666015625,-0.141357421875
1748590390.543423,0.073974609375,9.859814453125,-0.1484375
1748590390.5534227,0.066162109375,9.7521484375,-0.15478515625
1748590390.5634217,0.06494140625,9.747363281250001,-0.15234375
1748590390.573422,0.062255859375,9.587060546875001,-0.15234375
1748590390.5834217,0.066650390625,9.579882812500001,-0.1533203125
1748590390.5934188,0.07177734375,9.5607421875,-0.167724609375
1748590390.6034214,0.081298828125,9.467431640625001,-0.157470703125
1748590390.6134224,0.0849609375,9.424365234375001,-0.166748046875
1748590390.6234207,0.08203125,9.40283203125,-0.156494140625
1748590390.6334214,0.08935546875,9.48896484375,-0.147216796875
1748590390.643421,0.094970703125,9.575097656250001,-0.14453125
1748590390.653426,0.1044921875,9.654052734375,-0.142333984375
1748590390.663393,0.080810546875,9.8287109375,-0.139404296875
1748590390.6734216,0.092041015625,9.807177734375001,-0.1484375
1748590390.6834219,0.09033203125,10.079931640625,-0.142822265625
1748590390.693422,0.074951171875,9.972265625,-0.150146484375
1748590390.7034228,0.0771484375,9.998583984375001,-0.14404296875
1748590390.7134218,0.073974609375,9.931591796875,-0.155029296875
1748590390.7234223,0.080322265625,9.859814453125,-0.159912109375
1748590390.7334225,0.08544921875,9.819140625000001,-0.170166015625
1748590390.7434216,0.08642578125,9.70908203125,-0.1708984375
1748590390.7534218,0.074462890625,9.59423828125,-0.1611328125
1748590390.763422,0.064208984375,9.484179687500001,-0.171630859375
1748590390.7734213,0.060791015625,9.491357421875001,-0.1728515625
1748590390.7834215,0.051513671875,9.388476562500001,-0.1669921875
1748590390.7934225,0.05029296875,9.491357421875001,-0.158447265625
1748590390.8034236,0.051025390625,9.596630859375,-0.16259765625
1748590390.8134222,0.0595703125,9.64208984375,-0.1669921875
1748590390.8234224,0.05419921875,9.682763671875001,-0.1591796875
1748590390.833422,0.070068359375,9.764111328125,-0.177001953125
1748590390.8434222,0.082275390625,9.68515625,-0.17236328125
1748590390.8534217,0.072998046875,9.792822265625,-0.165771484375
1748590390.863421,0.07470703125,9.651660156250001,-0.161376953125
1748590390.8765268,0.06396484375,9.76171875,-0.174560546875
1748590390.8834195,0.062744140625,9.725830078125,-0.18115234375
1748590390.8934274,0.063720703125,9.735400390625001,-0.170654296875
1748590390.9034297,0.064697265625,9.675585937500001,-0.164306640625
1748590390.9134257,0.0703125,9.780859375,-0.175537109375
1748590390.9234316,0.080322265625,9.8287109375,-0.172607421875
1748590390.9334297,0.075439453125,9.76171875,-0.176513671875
1748590390.9434273,0.07958984375,9.694726562500001,-0.17724609375
1748590390.9534223,0.076416015625,9.639697265625001,-0.185302734375
1748590390.9634213,0.067626953125,9.682763671875001,-0.18994140625
1748590390.9734209,0.053466796875,9.68037109375,-0.200927734375
1748590390.9834235,0.0595703125,9.70908203125,-0.18115234375
1748590390.9934208,0.05615234375,9.716259765625,-0.185791015625
1748590391.0034232,0.048583984375,9.687548828125001,-0.18310546875
1748590391.0134213,0.046142578125,9.6181640625,-0.17529296875
1748590391.0234218,0.031982421875,9.6181640625,-0.163330078125
1748590391.033421,0.057373046875,9.780859375,-0.16552734375
1748590391.0434215,0.058837890625,9.603808593750001,-0.177490234375
1748590391.05342,0.0673828125,9.599023437500001,-0.176513671875
1748590391.0634215,0.069580078125,9.551171875000001,-0.168701171875
1748590391.073421,0.067138671875,9.6373046875,-0.177734375
1748590391.0834212,0.065185546875,9.596630859375,-0.172607421875
1748590391.0934215,0.049072265625,9.742578125000001,-0.169189453125
1748590391.1034217,0.051513671875,9.76171875,-0.18505859375
1748590391.1134212,0.046875,9.759326171875001,-0.1591796875
1748590391.1234236,0.0439453125,9.73779296875,-0.165771484375
1748590391.1334217,0.04638671875,9.780859375,-0.16650390625
1748590391.1434216,0.042236328125,9.701904296875,-0.167236328125
1748590391.1534214,0.0390625,9.795214843750001,-0.169921875
1748590391.163421,0.031982421875,9.599023437500001,-0.17919921875
1748590391.1734214,0.046142578125,9.61337890625,-0.1767578125
1748590391.1834211,0.0498046875,9.615771484375001,-0.18359375
1748590391.1934223,0.04638671875,9.60859375,-0.18408203125
1748590391.2034214,0.048828125,9.603808593750001,-0.17578125
1748590391.2134213,0.03759765625,9.630126953125,-0.181884765625
1748590391.223422,0.060302734375,9.622949218750001,-0.177978515625
1748590391.233422,0.054931640625,9.788037109375,-0.15966796875
1748590391.2434213,0.0517578125,9.639697265625001,-0.161376953125
1748590391.2534218,0.057373046875,9.654052734375,-0.170654296875
1748590391.263421,0.05419921875,9.682763671875001,-0.159423828125
1748590391.273421,0.056640625,9.63251953125,-0.150634765625
1748590391.283421,0.0341796875,9.66123046875,-0.1533203125
1748590391.293421,0.048095703125,9.704296875,-0.146240234375
1748590391.303421,0.042724609375,9.706689453125001,-0.1494140625
1748590391.3134162,0.0419921875,9.670800781250001,-0.152099609375
1748590391.3234212,0.032958984375,9.725830078125,-0.15185546875
1748590391.3334208,0.040771484375,9.716259765625,-0.141357421875
1748590391.3434203,0.039306640625,9.70908203125,-0.154296875
1748590391.3534212,0.0400390625,9.651660156250001,-0.135009765625
1748590391.3634212,0.048583984375,9.682763671875001,-0.13623046875
1748590391.373421,0.052001953125,9.716259765625,-0.143310546875
1748590391.3834171,0.052734375,9.63251953125,-0.151123046875
1748590391.3934212,0.058837890625,9.704296875,-0.144287109375
1748590391.403421,0.051025390625,9.699511718750001,-0.154296875
1748590391.4134212,0.046142578125,9.718652343750001,-0.167724609375
1748590391.4234207,0.0458984375,9.68037109375,-0.16015625
1748590391.433421,0.049560546875,9.7330078125,-0.167236328125
1748590391.4434206,0.053955078125,9.66123046875,-0.1591796875
1748590391.4534144,0.049072265625,9.625341796875,-0.145263671875
1748590391.4634204,0.066650390625,9.596630859375,-0.14892578125
1748590391.4734213,0.0625,9.675585937500001,-0.137939453125
1748590391.483421,0.063232421875,9.70908203125,-0.13818359375
1748590391.493421,0.064453125,9.742578125000001,-0.132568359375
1748590391.5034215,0.05126953125,9.694726562500001,-0.13720703125
1748590391.5134213,0.04296875,9.582275390625,-0.136962890625
1748590391.5234196,0.028564453125,9.575097656250001,-0.147216796875
1748590391.533421,0.02392578125,9.543994140625001,-0.141845703125
1748590391.5434215,0.024169921875,9.579882812500001,-0.16650390625
1748590391.5534217,0.025634765625,9.53681640625,-0.16748046875
1748590391.5634212,0.02099609375,9.620556640625,-0.17626953125
1748590391.5734205,0.02685546875,9.64208984375,-0.168701171875
1748590391.583421,0.0380859375,9.716259765625,-0.177734375
1748590391.5934148,0.044921875,9.811962890625,-0.158447265625
1748590391.603421,0.0634765625,9.840673828125,-0.161865234375
1748590391.613421,0.0703125,9.888525390625,-0.166259765625
1748590391.623421,0.074462890625,9.8478515625,-0.15234375
1748590391.6334214,0.06982421875,9.831103515625001,-0.140380859375
1748590391.6434212,0.07080078125,9.797607421875,-0.135498046875
1748590391.6534204,0.060791015625,9.723437500000001,-0.12255859375
1748590391.6634145,0.04443359375,9.730615234375001,-0.11474609375
1748590391.6734211,0.03857421875,9.70908203125,-0.106201171875
1748590391.6834207,0.031494140625,9.64208984375,-0.10595703125
1748590391.6934214,0.026611328125,9.725830078125,-0.122314453125
1748590391.7034206,0.032470703125,9.682763671875001,-0.114501953125
1748590391.7134213,0.0341796875,9.529638671875,-0.128662109375
1748590391.7234216,0.03564453125,9.649267578125,-0.131591796875
1748590391.73342,0.033447265625,9.6564453125,-0.15380859375
1748590391.7434208,0.039306640625,9.543994140625001,-0.15478515625
1748590391.753421,0.0341796875,9.646875000000001,-0.170654296875
1748590391.7634215,0.015625,9.34541015625,-0.18017578125
1748590391.7734215,0.0380859375,9.4171875,-0.159912109375
1748590391.783422,0.035888671875,9.512890625,-0.175537109375
1748590391.7934206,0.03173828125,9.582275390625,-0.1650390625
1748590391.80342,0.042236328125,9.68994140625,-0.16357421875
1748590391.813421,0.045166015625,9.780859375,-0.155029296875
1748590391.8234212,0.05126953125,9.66123046875,-0.15185546875
1748590391.8334215,0.056884765625,9.649267578125,-0.13427734375
1748590391.8434212,0.05029296875,9.73779296875,-0.1259765625
1748590391.8534217,0.05322265625,9.742578125000001,-0.1220703125
1748590391.8634214,0.04638671875,9.773681640625,-0.126953125
1748590391.873428,0.0439453125,9.766503906250001,-0.12744140625
1748590391.883438,0.04052734375,9.740185546875,-0.13134765625
1748590391.8934267,0.02294921875,9.7521484375,-0.13720703125
